image,PO Number,Order Number,styles,Name,requested,Confirmed,Rejected
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/a73ae032-64c3-4400-9646-81737467abc1?format=png&height=100&width=100&Expires=1674582420&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=sNcXxLhPIPyCn4WWoSXRwiSq1Gbs7lPqVTeAkKLXwNdyXNeJQuLUWAmlazhiD2ue8HWB72gbEk-sOEi~uyvW1p8dVeHqLMfCmqNCHPUO7fXRX~~sRF9bl4JAOKnV6PoPDIW3OElZ1kKS6ifhAjlsJvjMVbxu6UX895heOlXz-FaPgqUNT0NeewkDszUFDLY7zW4twsV7l4eEhPMIIGpDj4-n3RC43-32iea3Ksqu9sbthpgwiBsII0GO6skIk1U-KnCg0KStqFiCNDvesQlJ6wIaisB8ZMCC-22wpCoF~20B8pDlncSzQTHnH9WZ~4E7CDNQaPS3FMYIR1p7GEtWUQ__,FU-LANNKEMA010123 ,7355751247,BV2671-725,"NIKE SPORTSWEAR CLUB FLEECE
WHEAT GOLD/WHEAT GOLD/WHITE
Apparel
BV2671-725",22,CONFIRMED 22,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/55113803-e90d-4668-8583-8863426c1b87?format=png&height=100&width=100&Expires=1674582421&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=U4BYUpvQS6EJbxffp~Dx~vf9jQ8pqBeJGgDv8dJCJ12VTGh9CGOyIr8oR5cYPh6rYFEWl9-6qXO1glBJw99D61c~COer7SJtcNpsSIKI0UahR1bPB9HpdjS7tNXdqRTiNeFyQI2n~gT36v5oSxfVc73cahq0TxnwR3wR~pU-MaS63072iKPbkzzQPpgSJABf6RdMtRkhJtk1DYxuq58mQjSWwXULplxghM30v8Xa7x01QP94viJNC8ABqZwmCDmCchoAJeSja72-EhqTsosqZWPQJi8e1YhVI~beyaurLVvKr1EeXWIvDTPgghWNqtJeVwPD2NpztcIeYVln2V4KLA__,FU-LANNKEMA010123 ,7355751247,BV2645-386,"NIKE SPORTSWEAR CLUB FLEECE
OIL GREEN/OIL GREEN/WHITE
Apparel
BV2645-386",22,22,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/7ddea234-f0f3-403b-b514-e82ad71a0efe?format=png&height=100&width=100&Expires=1674582515&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=Hotjv0s5S6PZ9rjW-WAYQ8BTW-N758~nd860PJf0upTzNc~LFsSTgM~3RPMWJ1wzZOwjYyDbKVW9F~TlvIzDt5a6KF2xQi7AYFBfW0zl6gsPUk~VspGyrl5aHVbtqUIdxFCx4-rxg8RMlEgsQz-gee5Fl67dCmbNOmRrbVZ61RELzvLuAZ3U2nLUJUUh6-isq0lWpqWkMvql0v3zL7RflzRMfYMG4PSjdgeQZDmVqi4FBNHocAMNm8IZ2JYzAbQZVPQkBVDxBFR7TVfwG3vv0OXaUsp3RnNFh8SHOsia~XOVoui42fmGuN2oAkfgu13t~43UgJ-2aJhLJ8CBxvJlXA__,FU-LANJRDMA030123-UC ,7355751239,DV1445-100,"JORDAN AIR
WHITE/BLACK/GYM RED
Apparel
DV1445-100",10,CONFIRMED 0,10
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/f5d94de5-d0bf-44f5-a20a-6a9c8078c23c?format=png&height=100&width=100&Expires=1674582515&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=bXJ7VFCc4ALq-~tJjOvChAsow~67sy0QXImrSnjDOHubHWUN8etLrEISS78pfr4WjRudD3KItG66BVTUdGTnQf-9Rq~tGGTJIoHYvvT2yN~IovoLmLijWvMZ68Hg4wLbldPOjg9Po~httWinAUmyuSVWL8eTBVUsxqB6DH-YM1sz0n6LqPBRWbD5oOvviPVfo43PPyn6N1jPxLzeDncCVdkBNp4IdoMjMvoAruVRJH1o8v1KOiRW2o~JZ6YYs4S05mAkbd0-7cOmJ4V2O1VkYMTf8CaAucYWrbM7olRUa9aGp~1z4LZg8giLWbFL6u6J2ggxFsFVk0ssjEWtAgWpBQ__,FU-LANJRDMA030123-UC ,7355751239,DV1445-274,"JORDAN AIR
PALOMINO/BLACK/SAIL
Apparel
DV1445-274",10,CONFIRMED 0,10
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/03e2025a-b992-4818-8de8-37bb8d7bcfb3?format=png&height=100&width=100&Expires=1674582515&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=uBEz~HKs4jyLPdmMyAP-XO-YYi2mPIqmCJfTKj~h6tP1upA0Auex4ErJV5bNISF7Ck9u4lW1PrBojVBehxxbbynAYCp2UJY8-Ui9iq6AaGHcH3PJ7V71O0~XnxZcZDMpYg-L~YvILo0z~t5uQK5bKN35j0hB7VgxBQsw8CWa8DrX4b-YSvXTaNSgyAMrqKABARLFGGfXXwC531Qpshu6wga6ZMjUiesfxJSY72pKg-4Sh-k6LYhVme9K-3vA4mS~7hP4P-Laz1wabGpyi3awASFULzalrrHGxDTwamt7FY6cZJVbZ5tPmH982warjBJgKmjgpzkmSdsLgcFKy1MnZg__,FU-LANJRDMA030123-UC ,7355751239,DV1445-485,"JORDAN AIR
TRUE BLUE/BLACK/WHITE
Apparel
DV1445-485",10,CONFIRMED 0,10
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/b7217fac-ca38-45d3-9cb9-e797c1e8a14e?format=png&height=100&width=100&Expires=1674582515&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=GUpIqj01zYyiED55fe2rc7y0-1m~jHddKnWg5wgcRc5zmnQ9H4OOGhrazHGpVuBHSdvr33bYnYyd5aTCBi5OZzc1damMweL~K57LxHOcu7HQj7YhSSQe7DAmsi8gfUKHrvgs4kBl5p7lYiQJet8hv538Deki-cKbWpF2xTiBcjIHc1WieuyyJsGJwpO0Qc-QGe8vehSTeh5Hw6btFZ0AlDNpXz3rQ9akgiqYWICqE9HxmpWGIWw6UqdlKw8d0RckgIWx5Va7Gx70QbFYEVn0ax~aXdjs77HJHslY6D150~0HVXEJ1Gh1eTpVdTI13MxEgSJJjBlG3TSR55nJpFL4GQ__,FU-LANJRDMA030123-UC ,7355751239,DV8414-010,"JORDAN
BLACK
Apparel
DV8414-010",12,CONFIRMED 0,12
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/7ba44f25-53cd-4399-88fa-595fc802d432?format=png&height=100&width=100&Expires=1674582515&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=G-xVIIhHcgyWMCmKIV1REYNg9ufAjqjCHde2qB02NE2rTCeYvDLZBtN3EHyQByj7pUROmBRiKxvR3fLper3cZfRUfre1Ig4sYw5Kgsokit73vjhrOPA-VQ0KS27ezrou~Wx67dPSnW8BzQfNMLhMl1bvxz5ke4XcQHKrVposZBSZw6qlz4MlENwOlLiwAyNYKPGBCcu-Ddbf9yjIPRRQru2zSj8YDshcmY6atcFhnlc-uMXn3loyvsSc6IyqnKmRCBbhmYU3xGZY9bEqIoy02hWjzbTrv0dBhtmJvj0YFbTG4TOcwMAUpM~B4VtjsQxPUuB09hWTp1hEZN9vmEp70A__,FU-LANJRDMA030123-UC ,7355751239,DV8414-100,"JORDAN
WHITE
Apparel
DV8414-100",12,CONFIRMED 0,12
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/d207933a-350d-41c7-b49a-e9c54498fe95?format=png&height=100&width=100&Expires=1674582515&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=KAdpEh5NXiSeHHPsjqPDoJWHiok4sr0LCHYtxn9PKMf4TLIa7GLI7YM-~DcxzJ5XIvg35xkg-xI8XPP~37Jm9m17PT4tOt95kv-yG5MH-63~AffLbXZAwWQ1REW9HhnaZPQaZVWm23oeYT3L2W8IG8DzZLddT4c3R147Xbp4-U9IZZnw-S~17HOoA1iT0n9rP67Q3zJEALOm5yA6KP9wCb6SE2Q0pNEJDFmMe-LmNi4RBqabi44HrqVEt6Mv-Qt2czPYUCC1nW1-mbA9wvUIwz5RA02nR-lbTFLTOzBavmIudOGdAWY04fe38nVhuW6Y4aCNYn~EcFrGEPOGM6ib4Q__,FU-LANJRDMA030123-UC ,7355751239,DV8414-430,"JORDAN
LAPIS
Apparel
DV8414-430",12,CONFIRMED 0,12
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/3976b56f-832f-414a-9fca-d4ba837cb5d8?format=png&height=100&width=100&Expires=1674582515&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=pMYR3lHipFffwI~H-e84vgUmW9PICiUkQ44TTaa0TjgaI~7PRGNkZIrdTdfPtT190HylTljXKymR-wj5jATVagD0rq7vtn0FUyavnyKY3AFHyU6rq3fYdcd2CHQzkMs4yXNeRAa4kWgTimrWogZiwe29C6Q1I-GcMrbRwuLl8Lvv72BJeVw~lAw55RyKTuC9~lA6uhQPg5Pl7UsrihX0D7aV6BnZ9qc9rfiV4OhLvQkNzyfKtOdKCdqGVegeY62aFjM23FvDOic~V6SLQdik2H1yujdlDISibzxeIMafis~BqjCcuEKTMb-LKRIjD57zVAbgPPv9LMwjFBbvO5Hslg__,FU-LANJRDMA030123-UC ,7355751239,DV8414-687,"JORDAN
GYM RED
Apparel
DV8414-687",10,CONFIRMED 0,10
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/cc520022-05ce-4937-ba98-e87d0c1e3448?format=png&height=100&width=100&Expires=1674582515&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=Ptjner7bODsMEY2m1yzTiYLe0IrirtPDnwWK89l~atMrtkIHuo1cP46KCo-TnOcN~Wpjao7FoQF9RMgwBZ2STk9gzOHUSUDoqcf5ZCARyWG16SvGGGiLe5SNQHZW0x6TAAVs5kZ2PPdOwiBTZBifebQWzr~eFbDiocmT57nZXGPMSt5VE~V0PhPyrGfY-sKlgQ-LTozlOhZ3x1TYTqXRuzWMQ-dNwH1gX7rSfarZO82q9nxwzu2f2gTx~RprOWDpfo3cnvQ7oj4yeY3DmksfvSIQelWsSAYM~1pUunT1VuCg3MVDJR34-TC1SlHs5XGyDgl4u9a5Hhb75e8CKGvcWQ__,FU-LANJRDMA030123-UC ,7355751239,DV8418-010,"JORDAN
BLACK
Apparel
DV8418-010",10,CONFIRMED 0,10
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/6444db1d-cac9-4d7b-a0b9-21b1cd31afe2?format=png&height=100&width=100&Expires=1674582515&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=riBOUMMYvGTGxy4dUCzYVxG3Zd76am4idi3So5aMzV375V1wDTx7zMymADDLHEXl2~OWEEY7BrqdGsMiq9x55yNrB~AiUvRB7IdZh9FVltkgibU66pYVdjMf1a-V7O50SZT205qydpq31QoekieD~ZwutRMb3aBDNOjtKdHX-Ymh7cDZy~BqEG94dItzD75fkmZY~WOEivNfHWi-E0pvTjFmHmVx5LkycDepojd1cLbG24BVqY77nieINn00skdi1IJdxgj3ma~s-PNKPHKQSWGvUhfnM5maxWtuy142p8-HpshGJLT5jNFkF0~42p8opj4V-Daa5iaD3LuRTlxwMw__,FU-LANJRDMA030123-UC ,7355751239,DV8418-100,"JORDAN
WHITE
Apparel
DV8418-100",10,CONFIRMED 0,10
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/0c9bc602-261f-4cf6-bcf1-df9101209f52?format=png&height=100&width=100&Expires=1674582515&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=anxzpAeqrTmHhJ-bpox37kOWY4G2qkHIoJILvjlGJHIzf-vsH9TEQJvLtLse71dsxQgTWUWYI2dtRnBNcFRuaV5UMlbgq1i9H0YS5ZL1l87cn9omIjdAKEBLTmTU9AIy~4ScVLkapBcGhGbSC0C7QyMsi1bO35up3ZgIABtH4yIgn7u3S1H0Slgo0XFtTZ7IZ-CpgcM6jAJHkdzhLUG1QKHc8e1uO9BNi6ytt924fdUJKBKkfH-cFky2SlabAlrwBCCbSVRTzrQ~dG2jHfrNAOzhb9fdOJ0m7bY~kbg~41th5oQdINuWz4W4e3VIrvAzxiEbzOcHx5C-UCUOPRu9Uw__,FU-LANJRDMA030123-UC ,7355751239,DV8418-430,"JORDAN
LAPIS
Apparel
DV8418-430",10,CONFIRMED 0,10
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/19626f56-3aa7-4a96-979b-ff860067ec1a?format=png&height=100&width=100&Expires=1674582515&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=HbGjv18gA2znRL7DXJHtya3G~5VjkJ80Mc-QgNif3prMDCaHdYPNDmsuMcS6kXkxC9oIrY98jLjzEBIiKVAkVpv~Ir3fnWiOeE6AvGT6sP19GD1MjtBlvLnPZ6Ei89Jh5BGeJn6ho98f7rQir0CGq9cQVhbTcanJS4DcbrimIKPnEo0dwb~Jq58Gkj0zy784621wVktlmIKY~kVmfKBr6zNL1tDaQ77N0~ZaUW5NXuPBxsi74bZoMCNuLwkg6RPjhtS6NLYUNAQVirCE6N-qtewmDPACNyzrK19d1HHiyb~B6XXvejz0VH~y-gSvVdSCOCBi3OP25CJ9W6xNB5ZUzA__,FU-LANJRDMA030123-UC ,7355751239,DV8418-687,"JORDAN
GYM RED
Apparel
DV8418-687",10,CONFIRMED 0,10
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/9334c8aa-2a88-45c5-b2ca-30d6bccbcfb1?format=png&height=100&width=100&Expires=1674582515&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=JbzzjERXA~oIpuIGO2UctOeKparD3K91rvyfpXgdJrcz06121zhD7rz7VW4xeClvE1tVdjWijX60zuojOS~6QmW474KX3AURH-90IMuJxqr5i9tRBFhvyb4IBSwkP81jB8Mxwb04WVA~uARuYuhhe2jLZIlByS2Kx03tK7bN0ZAyOyiKI06lrUZ2swfw17FK8VxEJoOxcfhmkI1SKmawlOQERwk1ec0B5m~DWfET6WJ5JgETc7e~b0gsl6gGvOoYgm1X1OqOQix6AtbH8qXBZEgTKWexmEHb13T2gmFVlvVXcSkzAHuFJCgyiIYUqLjIpnyPSdDYx8ppWTN9Bmw47Q__,FU-LANJRDMA030123-UC ,7355751239,DX5591-010,"JORDAN
BLACK/UNIVERSITY RED/WHITE
Apparel
DX5591-010",10,CONFIRMED 0,10
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/126604e5-399b-47eb-8525-fff07deb8119?format=png&height=100&width=100&Expires=1674582515&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=Owz4zX4CbBfxu5GIIONSQl-52o2mqg62pwjApoKWRj5-S7mjkPJ5bxAjGKmMoDF3IQBgO2rkTpDHa0t5jboD2RlES7zejSiFmiQwnOBikmpmfbED-5tnxNT-v0GInswI0kl41wNUCZZGGvXUrLn-Tv7OqCvsiMKvP8YWgzxpujA2DGAh5TSthYcXgFau2hrwvhl3P580-iICEV2KMLkiwB5vS9WNCGttUjWYeDW8vv7BdCrjhGMd5JMotniMuMzDxmvCJIG115gogfV5ldHMeIvJ7NQVltewlmeEP63Vp8~iUeTAQ3xOMd9lb1hMznC07SUzJ-UbSTMXR5s372AetA__,FU-LANJRDMA030123-UC ,7355751239,DV1445-010,"JORDAN AIR
BLACK/WHITE/BLACK
Apparel
DV1445-010",10,0,10
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/18a9c846-c020-484d-9c42-992173b4c3c8?format=png&height=100&width=100&Expires=1674582582&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=WFskO9KUp5CWhSoAD08YaKYlfSVvIkaa1gJtkXrNNaF6ezA2vsG1Q6pkr3PaPUa01GCkXaGgfXXRTql-cEXIQydMOMhGaXJaQRHqlYEmFQ68GCEflcy75vhhbPhmaAMEgafgbbMPKPknWCOmSWZCcAOVKm7c3aO~g0KtS9-VCYy6qLgi9uoubx0L8jf1OSw3OCv4nGnGkKGcavsCsrMkik9RhJQkVhubm23FUeuhcJgvAHVIKNYLyem24AeD009uPCGnCTl3~l7FoijCh1B8QpkXjL1YkHFFT2ODx4zl9dylQcWR2VngEUazZh7jLGrrS2rUXPXDF3XLLR~UIPxu1g__,FU-BELNKEWA010123_2 ,7355746252,DQ5191-416,"NIKE SPORTSWEAR CLUB FLEECE
BALTIC BLUE/WHITE
Apparel
DQ5191-416",10,CONFIRMED 10,0
